fruit_type,freshness,temp_c,humidity_pct,mq135_co2_ppm,mq3_alcohol_ppm,mq4_methane_ppm,mq137_ammonia_ppm,mq138_benzene_ppm,spoilage_index
Orange,Moderately Fresh,20.3,51.0,634.4,69.0,30.7,12.0,20.1,0.548
Banana,Spoiled,14.0,68.2,1352.0,527.1,252.6,62.9,149.3,0.973
Banana,Fresh,20.5,63.6,156.3,21.0,14.4,3.0,4.4,0.23
Banana,Moderately Fresh,30.8,81.6,593.7,106.9,53.3,12.9,44.8,0.312
Apple,Spoiled,19.2,72.6,1290.6,972.4,249.0,87.1,192.3,0.71
Apple,Fresh,30.9,50.3,252.8,11.0,12.5,1.6,5.1,0.169
Orange,Spoiled,19.9,51.0,1648.2,1228.1,293.2,85.2,173.9,0.79
Banana,Spoiled,24.0,85.2,1969.0,879.0,310.1,98.7,262.9,0.692
Orange,Fresh,22.3,59.2,208.5,22.8,13.7,3.5,5.4,0.149
Apple,Spoiled,25.2,54.3,1727.3,666.9,224.0,96.2,195.2,0.822
Banana,Fresh,25.8,78.2,168.6,18.4,16.2,2.7,5.0,0.043
Apple,Fresh,28.0,58.2,248.3,28.9,10.8,0.8,3.5,0.002
Banana,Moderately Fresh,18.3,62.8,515.9,70.2,29.3,8.3,35.7,0.393
Orange,Fresh,21.2,74.5,182.3,20.5,14.8,4.1,3.7,0.232
Orange,Fresh,16.3,57.2,175.1,21.1,12.5,2.9,6.2,0.118
Orange,Fresh,18.5,71.4,181.5,18.6,2.1,2.6,3.8,0.045
Apple,Fresh,27.7,52.9,215.2,29.0,9.3,3.9,5.8,0.169
Orange,Moderately Fresh,13.3,73.7,483.5,40.1,22.8,9.9,17.7,0.31
Orange,Moderately Fresh,13.9,53.3,356.4,46.8,18.4,6.7,14.0,0.302
Banana,Moderately Fresh,26.0,51.3,470.2,67.4,50.1,11.9,44.6,0.363
Apple,Spoiled,13.4,67.4,1362.1,789.4,192.9,73.1,163.4,0.771
Banana,Fresh,22.6,55.6,171.7,25.0,11.1,4.1,7.1,0.165
Orange,Spoiled,13.9,84.5,1596.3,808.3,251.6,84.2,153.2,0.959
Orange,Fresh,29.7,62.4,212.0,25.7,7.8,1.5,6.5,0.248
Banana,Spoiled,18.5,51.3,1227.4,722.2,208.8,116.2,124.8,0.896
Apple,Spoiled,13.1,53.9,1122.3,737.7,228.8,54.1,167.2,0.703
Apple,Moderately Fresh,27.9,82.1,581.9,100.1,22.4,13.8,17.6,0.638
Banana,Moderately Fresh,28.3,80.0,576.5,96.8,45.7,11.4,32.4,0.453
Banana,Fresh,19.6,61.2,220.4,19.1,11.0,3.1,8.1,0.011
Banana,Fresh,27.3,56.1,217.3,33.8,11.5,3.5,6.2,0.15
Apple,Moderately Fresh,23.6,50.5,526.9,80.6,19.5,14.2,15.9,0.362
Banana,Fresh,16.1,60.8,149.2,21.7,10.2,2.6,4.3,0.122
Orange,Spoiled,16.5,58.7,1499.3,888.5,243.6,94.7,173.9,0.85
Apple,Moderately Fresh,31.1,65.6,496.4,84.9,21.6,12.7,17.5,0.524
Banana,Spoiled,23.3,79.1,1634.8,668.4,262.6,86.7,113.5,0.924
Orange,Moderately Fresh,29.7,67.8,559.6,86.6,44.9,16.7,33.6,0.585
Apple,Fresh,27.2,81.0,244.5,16.9,10.2,4.0,6.5,0.13
Apple,Moderately Fresh,22.3,67.9,498.2,53.6,29.8,13.0,13.2,0.429
Orange,Fresh,14.4,89.7,156.9,18.2,13.8,0.7,5.0,0.034
Apple,Moderately Fresh,25.5,85.6,623.9,74.6,30.7,12.5,19.4,0.574
Banana,Moderately Fresh,22.7,58.5,478.9,52.8,57.7,10.2,38.0,0.415
Banana,Moderately Fresh,15.0,60.4,384.3,80.2,45.1,10.1,34.0,0.483
Orange,Spoiled,28.8,81.7,1622.5,1141.8,335.3,96.8,237.6,0.984
Orange,Moderately Fresh,13.3,78.3,437.9,58.6,16.4,9.8,13.5,0.449
Apple,Fresh,20.5,78.7,179.2,19.9,13.9,4.4,4.5,0.144
Orange,Spoiled,30.9,50.4,1971.2,1246.1,340.4,78.0,198.1,0.759
Apple,Moderately Fresh,27.5,65.0,499.3,50.7,17.6,10.3,28.1,0.621
Apple,Moderately Fresh,23.7,53.0,535.4,53.7,26.1,7.6,12.9,0.564
Banana,Moderately Fresh,19.0,59.9,353.7,63.3,45.4,9.9,32.6,0.457
Banana,Fresh,17.5,60.9,143.2,17.9,10.0,2.4,4.4,0.118
Orange,Fresh,16.9,62.7,182.8,18.8,9.8,2.8,6.1,0.15
Apple,Fresh,20.8,78.9,184.6,18.1,10.2,4.1,5.8,0.183
Orange,Fresh,18.0,59.8,207.1,17.8,7.4,4.0,5.7,0.101
Banana,Moderately Fresh,22.0,86.4,468.9,95.9,49.6,12.7,39.3,0.396
Apple,Moderately Fresh,26.7,81.2,444.1,94.8,30.4,11.2,12.3,0.319
Orange,Moderately Fresh,16.0,73.1,449.5,98.4,27.6,9.2,15.7,0.314
Orange,Spoiled,29.4,63.5,1954.0,831.6,354.2,91.8,249.8,0.7
Apple,Fresh,14.7,65.6,151.6,19.8,9.0,1.4,3.8,0.224
Orange,Fresh,25.5,55.5,177.4,23.5,9.1,2.5,2.6,0.138
Orange,Spoiled,14.8,72.5,1233.7,612.3,270.0,76.0,128.1,0.709
Orange,Fresh,29.8,63.1,245.3,27.0,13.6,3.6,6.6,0.076
Banana,Fresh,14.3,77.2,197.3,8.1,10.3,2.4,6.8,0.091
Orange,Moderately Fresh,29.0,83.2,628.0,75.3,41.9,10.2,30.6,0.443
Apple,Fresh,24.3,89.7,210.4,20.6,15.7,2.4,5.3,0.069
Banana,Fresh,21.0,78.0,185.9,5.7,6.9,2.0,4.5,0.195
Banana,Moderately Fresh,16.1,63.1,457.6,67.7,49.9,7.8,27.5,0.324
Banana,Spoiled,14.3,74.2,1159.5,848.9,273.2,78.9,197.8,0.978
Apple,Fresh,24.1,84.3,197.6,22.2,9.9,3.8,6.8,0.171
Orange,Spoiled,25.8,86.2,1661.8,746.5,283.3,122.4,228.1,0.712
Banana,Moderately Fresh,27.3,87.0,569.9,99.3,59.9,9.9,54.3,0.606
Orange,Spoiled,27.7,86.1,1381.8,1118.6,233.4,82.9,213.7,0.906
Orange,Spoiled,30.4,69.2,1811.9,1319.2,268.8,79.3,183.2,0.893
Apple,Fresh,22.8,59.9,133.6,20.2,10.0,3.8,3.9,0.139
Banana,Moderately Fresh,30.1,69.1,509.7,82.7,47.1,17.0,38.5,0.563
Orange,Spoiled,12.7,60.7,1480.1,634.8,173.6,76.2,148.2,0.754
Apple,Spoiled,19.9,88.5,1508.2,898.0,232.2,101.9,205.4,0.937
Banana,Fresh,13.8,62.9,129.6,22.5,12.2,2.2,2.3,0.003
Orange,Spoiled,24.4,55.0,1364.9,1164.7,262.7,74.3,199.6,0.662
Apple,Spoiled,24.1,77.2,2273.4,1026.6,244.3,85.5,186.1,0.83
Banana,Spoiled,29.3,78.4,2175.9,1006.8,273.4,95.7,194.8,0.906
Orange,Fresh,13.4,89.3,194.4,18.8,8.0,1.9,4.9,0.205
Banana,Moderately Fresh,26.7,81.6,470.8,42.0,52.4,13.4,36.5,0.278
Orange,Spoiled,15.4,66.7,1250.3,757.7,225.2,90.0,154.2,0.697
Apple,Fresh,15.9,64.2,175.4,19.4,7.1,3.4,4.9,0.055
Apple,Moderately Fresh,17.1,70.1,383.0,68.4,31.7,9.7,23.3,0.555
Orange,Spoiled,15.2,88.6,1428.2,583.0,272.9,71.8,171.9,0.941
Orange,Moderately Fresh,20.6,64.1,498.9,82.6,33.5,11.1,25.6,0.49
Banana,Spoiled,21.2,50.1,1694.7,1078.9,310.1,92.1,186.8,0.904
Orange,Fresh,25.5,62.2,212.3,26.1,13.8,4.5,5.6,0.011
Banana,Spoiled,24.0,59.6,1541.3,787.9,341.3,87.6,211.0,0.663
Apple,Spoiled,24.0,87.9,1583.4,409.5,262.3,114.3,204.3,0.88
Banana,Fresh,14.7,85.0,131.7,16.9,8.1,1.1,4.9,0.008
Banana,Moderately Fresh,31.1,77.9,376.1,34.7,63.4,13.3,44.7,0.364
Apple,Fresh,28.4,74.9,190.8,28.8,13.0,3.4,4.1,0.171
Banana,Moderately Fresh,30.5,70.7,499.0,94.8,58.7,15.2,53.4,0.559
Banana,Moderately Fresh,30.6,53.6,638.9,93.6,60.0,11.9,41.9,0.376
Orange,Spoiled,15.6,50.1,896.0,716.8,202.0,76.4,134.8,0.839
Apple,Fresh,28.2,87.4,146.1,26.1,8.2,0.7,4.5,0.217
Orange,Fresh,20.0,83.3,165.2,23.3,7.4,4.6,5.0,0.009
Banana,Fresh,15.5,88.5,155.6,15.5,10.7,3.4,5.9,0.041
Orange,Fresh,15.1,68.5,168.1,16.9,4.8,2.0,4.7,0.173
Banana,Moderately Fresh,23.9,68.3,653.2,74.9,44.0,12.7,35.7,0.461
Banana,Moderately Fresh,13.6,64.4,402.9,61.2,41.5,5.0,30.3,0.598
Orange,Moderately Fresh,22.5,60.7,399.1,63.2,20.8,12.3,15.8,0.529
Orange,Spoiled,14.5,59.2,1446.0,668.7,213.1,70.4,165.6,0.836
Orange,Moderately Fresh,26.6,62.6,523.9,110.0,32.6,8.4,26.1,0.5
Orange,Spoiled,24.6,54.1,1326.7,1225.7,191.7,100.9,200.6,0.894
Orange,Spoiled,23.3,77.6,1895.2,748.5,313.5,91.2,190.3,0.857
Banana,Moderately Fresh,14.8,70.8,328.9,71.1,35.2,8.0,31.9,0.41
Banana,Spoiled,12.6,52.3,1225.6,721.0,193.8,65.1,104.4,0.766
Banana,Moderately Fresh,31.8,82.0,501.6,85.9,54.1,16.7,48.2,0.499
Orange,Fresh,18.1,59.7,189.3,21.8,13.9,2.5,5.2,0.229
Apple,Moderately Fresh,13.0,53.0,301.9,60.3,26.7,11.1,23.4,0.312
Orange,Fresh,30.7,64.7,217.4,29.8,14.2,2.7,9.7,0.035
Apple,Fresh,14.4,50.5,196.1,22.5,9.5,1.2,2.7,0.102
Apple,Moderately Fresh,18.6,80.2,434.0,79.1,35.4,6.9,22.0,0.628
Orange,Moderately Fresh,18.4,56.2,367.3,62.0,16.8,9.4,27.2,0.546
Orange,Spoiled,16.5,72.0,1220.7,779.4,261.5,98.1,174.8,0.922
Banana,Spoiled,23.9,68.6,1755.7,938.4,304.6,74.7,256.4,0.869
Banana,Moderately Fresh,24.2,53.1,507.8,49.2,53.6,10.1,38.2,0.573
Orange,Moderately Fresh,17.1,57.1,408.9,76.7,22.0,9.1,15.2,0.59
Banana,Fresh,17.5,60.2,159.9,27.4,6.9,3.1,2.9,0.118
Apple,Moderately Fresh,32.0,58.8,492.1,109.4,28.0,16.2,19.4,0.477
Apple,Moderately Fresh,29.2,60.6,643.3,80.3,20.4,7.1,20.1,0.585
Banana,Moderately Fresh,28.5,55.1,474.8,75.1,50.3,13.2,42.5,0.282
Banana,Moderately Fresh,18.5,52.2,430.3,57.1,46.3,8.0,29.1,0.642
Apple,Moderately Fresh,17.2,55.9,438.8,46.7,29.7,10.8,14.1,0.459
Apple,Fresh,29.0,83.3,265.4,32.0,9.9,3.7,4.0,0.153
Banana,Spoiled,19.8,74.8,1234.8,795.7,214.1,74.1,207.2,0.695
Banana,Fresh,29.4,66.8,253.2,30.1,9.6,0.7,6.3,0.114
Orange,Moderately Fresh,14.2,59.0,356.5,63.4,21.5,7.0,18.9,0.569
Banana,Spoiled,24.3,67.5,1836.1,814.9,265.8,112.7,279.4,0.963
Banana,Moderately Fresh,27.9,58.9,491.5,73.5,45.1,12.8,34.0,0.561
Banana,Fresh,20.5,60.8,225.0,16.3,5.7,3.4,7.0,0.16
Apple,Spoiled,13.4,60.4,1534.5,923.6,273.2,64.4,123.2,0.663
Apple,Moderately Fresh,24.8,50.6,631.8,84.3,21.8,12.1,21.8,0.481
Orange,Moderately Fresh,24.1,80.1,595.1,72.1,26.7,14.7,26.1,0.44
Orange,Spoiled,20.4,69.5,1425.0,991.3,302.8,94.8,138.5,0.707
Orange,Moderately Fresh,24.7,88.2,436.0,85.0,18.3,11.0,17.0,0.539
Apple,Fresh,27.5,63.8,206.9,28.6,11.2,3.5,6.7,0.163
Orange,Fresh,19.1,59.4,219.0,15.7,4.6,2.2,4.2,0.084
Apple,Fresh,15.9,74.4,118.1,12.8,6.5,3.3,5.6,0.118
Banana,Fresh,13.7,61.4,202.5,16.3,8.1,2.9,6.3,0.145
Orange,Spoiled,19.7,58.4,1617.4,1023.3,254.2,96.0,195.5,0.996
Banana,Spoiled,25.8,58.5,1455.4,1051.1,243.8,90.2,196.8,0.767
Apple,Moderately Fresh,20.0,71.9,451.0,48.8,23.3,12.0,14.3,0.26
Apple,Fresh,26.1,65.2,248.5,18.0,15.4,4.5,2.4,0.094
Apple,Spoiled,29.5,70.3,1592.2,956.7,305.9,91.9,231.7,0.978
Banana,Moderately Fresh,29.1,58.1,548.5,95.5,46.2,15.5,26.5,0.289
Banana,Spoiled,12.1,66.5,1558.5,880.2,156.1,74.0,156.2,0.871
Banana,Moderately Fresh,28.9,50.9,477.2,80.4,53.2,18.2,40.5,0.568
Apple,Fresh,31.4,65.5,221.2,22.6,18.6,4.5,2.5,0.072
Orange,Spoiled,28.2,64.3,1746.1,1017.9,258.8,87.9,254.7,0.842
Apple,Moderately Fresh,26.8,53.7,587.2,81.5,16.3,9.1,17.6,0.551
Apple,Moderately Fresh,29.6,88.5,566.3,84.9,34.5,11.0,31.1,0.416
Apple,Fresh,22.0,78.7,194.6,26.4,8.1,4.7,5.8,0.143
Banana,Fresh,14.6,57.0,157.1,16.3,8.9,4.6,3.4,0.242
Orange,Moderately Fresh,16.7,59.7,357.6,50.4,22.1,13.6,22.6,0.479
Orange,Fresh,19.7,63.6,210.2,16.9,10.9,2.6,3.3,0.174
Orange,Moderately Fresh,30.0,53.0,546.7,88.0,29.3,13.3,21.3,0.292
Banana,Moderately Fresh,30.7,65.6,634.7,123.6,50.9,13.4,41.1,0.55
Banana,Fresh,17.6,66.3,119.8,27.6,8.0,3.0,6.4,0.13
Banana,Fresh,24.3,81.6,229.7,30.2,12.3,4.0,5.6,0.026
Apple,Moderately Fresh,19.0,83.4,447.8,82.8,32.6,10.7,20.4,0.592
Orange,Fresh,24.4,88.2,202.6,24.6,11.1,3.1,5.1,0.141
Apple,Spoiled,28.3,84.0,1222.3,909.1,289.8,76.2,179.2,0.96
Banana,Fresh,26.9,88.8,154.2,7.5,10.2,5.0,4.3,0.148
Apple,Moderately Fresh,20.6,56.6,401.2,77.5,20.1,10.7,26.0,0.384
Apple,Fresh,31.7,78.5,216.2,20.1,12.0,3.4,6.5,0.043
Banana,Moderately Fresh,31.3,85.6,544.0,71.5,53.4,10.9,39.6,0.351
Banana,Spoiled,31.2,79.7,1818.6,656.8,307.1,130.3,224.4,0.831
Apple,Spoiled,20.1,77.3,1078.5,834.7,290.0,106.7,176.0,0.706
Banana,Spoiled,17.0,76.8,1159.3,732.7,284.8,83.5,166.5,0.76
Apple,Spoiled,16.9,67.7,1608.0,881.3,238.3,69.4,161.9,0.717
Apple,Spoiled,26.1,83.0,977.4,972.0,307.4,134.4,249.3,0.668
Orange,Moderately Fresh,14.6,59.3,405.8,64.2,18.6,10.7,21.5,0.324
Orange,Fresh,13.1,88.8,202.5,13.7,8.3,2.2,3.6,0.041
Orange,Spoiled,20.4,65.1,1567.5,922.9,269.7,94.5,257.8,0.945
Orange,Fresh,24.7,77.7,193.7,11.8,9.5,3.5,6.4,0.172
Orange,Fresh,12.2,70.4,171.1,17.8,10.1,1.4,3.3,0.229
Banana,Spoiled,29.6,54.1,1743.3,698.7,286.4,113.0,186.1,0.664
Apple,Spoiled,23.2,83.0,1639.3,1158.1,231.0,82.8,232.3,0.776
Orange,Fresh,19.1,80.3,217.1,18.4,4.3,2.7,4.2,0.241
Banana,Fresh,30.4,54.7,216.1,25.7,7.1,3.1,6.6,0.072
Orange,Fresh,21.7,85.4,201.9,21.4,10.0,3.3,5.3,0.163
Banana,Fresh,25.7,80.9,204.6,8.8,14.6,2.0,6.7,0.107
Apple,Fresh,16.3,58.4,184.1,20.5,9.9,1.7,4.8,0.161
Banana,Fresh,27.3,76.2,194.9,10.8,11.8,2.5,6.2,0.018
Orange,Moderately Fresh,17.4,77.9,483.2,52.8,32.5,6.1,18.5,0.265
Apple,Moderately Fresh,26.1,86.7,466.1,72.1,30.5,14.7,26.3,0.642
Apple,Spoiled,20.1,50.2,1368.1,834.6,148.1,98.5,175.9,0.691
Orange,Spoiled,24.9,51.3,2060.8,820.3,238.8,118.9,205.7,0.777
Banana,Spoiled,21.4,64.2,1656.2,963.2,295.8,86.0,191.5,0.948
Banana,Spoiled,24.6,73.4,1475.6,975.2,249.6,86.7,214.9,0.718
Apple,Moderately Fresh,13.7,84.0,401.8,84.1,12.7,8.2,15.5,0.432
Orange,Moderately Fresh,14.7,81.1,463.8,57.0,22.8,11.8,13.6,0.47
Banana,Spoiled,18.4,55.1,1210.1,978.8,248.9,97.5,149.7,0.873
Banana,Fresh,16.3,85.0,189.5,17.3,8.1,3.6,3.2,0.007
Apple,Spoiled,12.5,73.5,1023.8,609.0,217.9,85.1,152.0,0.906
Orange,Moderately Fresh,14.8,57.5,481.6,64.7,30.8,9.5,16.7,0.423
Orange,Moderately Fresh,23.1,63.4,503.4,76.4,22.1,13.8,19.9,0.554
Banana,Fresh,21.0,65.0,205.0,17.3,8.4,4.0,6.3,0.122
Orange,Moderately Fresh,21.3,73.6,469.5,63.1,22.3,9.3,14.1,0.448
Banana,Spoiled,25.9,77.5,1743.1,1184.9,255.4,93.1,202.0,0.866
Banana,Moderately Fresh,14.0,83.6,422.0,51.1,37.7,10.0,32.7,0.267
Apple,Fresh,24.6,61.2,209.9,26.8,4.8,5.4,9.3,0.09
Banana,Moderately Fresh,20.9,80.7,495.2,48.0,53.4,11.6,41.8,0.551
Orange,Moderately Fresh,22.2,70.9,518.8,72.0,39.0,9.6,17.1,0.312
Orange,Spoiled,31.9,51.9,1768.7,1108.6,323.7,126.4,245.5,0.785
Banana,Fresh,27.9,74.7,207.9,14.7,13.4,4.0,5.9,0.201
Banana,Fresh,16.4,66.7,182.6,15.7,7.1,3.8,4.9,0.039
Orange,Spoiled,17.4,56.2,1733.3,839.3,223.8,104.0,150.5,0.959
Apple,Spoiled,20.7,75.5,1889.4,1004.0,264.2,96.0,228.7,0.692
Banana,Moderately Fresh,20.4,54.5,409.9,70.9,56.2,7.8,33.0,0.48
Orange,Fresh,15.9,88.5,175.8,15.4,8.0,1.3,4.2,0.098
Apple,Moderately Fresh,17.3,67.3,423.1,81.8,26.4,9.8,27.1,0.37
Orange,Moderately Fresh,27.0,60.3,574.8,68.6,34.8,8.1,21.9,0.297
Apple,Moderately Fresh,12.2,75.5,359.4,67.6,22.1,9.2,15.3,0.558
Apple,Moderately Fresh,20.6,57.9,443.9,74.7,18.3,11.8,24.9,0.426
Banana,Fresh,30.8,76.1,194.2,27.3,11.1,3.6,5.5,0.101
Apple,Spoiled,21.8,50.7,1507.4,645.6,262.0,108.9,183.7,0.912
Banana,Moderately Fresh,18.9,50.9,429.2,94.4,46.7,10.2,35.1,0.579
Orange,Fresh,17.6,75.0,152.7,17.5,8.1,3.2,5.2,0.023
Banana,Spoiled,19.7,63.5,1423.3,693.5,326.6,59.4,206.0,0.789
Orange,Spoiled,23.0,80.4,1542.8,884.3,325.2,91.0,197.5,0.913
Banana,Spoiled,20.1,62.6,1614.1,496.1,269.7,81.4,148.1,0.712
Apple,Moderately Fresh,23.4,71.1,499.5,90.9,23.6,12.7,19.1,0.616
Banana,Spoiled,26.6,52.2,1523.1,905.9,280.7,58.1,201.6,0.865
Apple,Moderately Fresh,22.4,89.5,463.7,74.6,17.1,9.8,15.2,0.456
Orange,Fresh,16.2,89.6,185.2,19.0,5.8,2.5,2.0,0.25
Orange,Moderately Fresh,21.2,71.8,526.2,82.6,24.3,8.6,25.1,0.522
Orange,Spoiled,30.4,82.1,2276.0,1076.8,310.6,103.8,226.3,0.925
Apple,Spoiled,12.2,71.1,1308.8,869.1,175.5,45.0,151.1,0.761
Banana,Fresh,26.5,61.5,204.8,21.3,4.9,4.6,6.4,0.119
Banana,Fresh,28.2,83.7,239.0,21.4,7.9,3.8,3.7,0.184
Apple,Fresh,28.4,84.1,201.7,13.1,11.7,4.5,5.3,0.201
Banana,Fresh,21.6,88.7,190.7,25.1,9.2,1.5,8.4,0.069
Banana,Spoiled,14.7,75.5,1268.0,743.9,196.8,96.7,147.9,0.824
Banana,Fresh,27.4,84.4,216.9,15.9,15.7,3.0,6.6,0.144
Orange,Moderately Fresh,13.6,73.9,406.8,49.7,26.8,5.7,10.8,0.634
Orange,Fresh,21.9,61.9,154.4,15.5,13.4,1.1,6.7,0.241
Banana,Moderately Fresh,24.1,57.9,468.1,90.9,38.1,13.0,41.6,0.623
Orange,Spoiled,23.4,73.1,1912.0,1099.8,381.7,84.7,211.5,0.94
Banana,Spoiled,29.9,54.3,1760.6,993.8,238.3,80.8,200.6,0.778
Orange,Spoiled,22.4,55.2,2023.1,901.9,251.8,94.6,151.7,0.726
Banana,Spoiled,25.9,59.8,1720.2,1056.0,339.0,97.1,219.7,0.691
Orange,Spoiled,13.1,89.4,1167.6,948.2,249.5,100.1,140.3,0.772
Banana,Spoiled,16.1,77.2,1222.5,875.1,234.1,99.6,170.3,0.758
Banana,Fresh,31.6,78.9,267.8,29.6,5.6,4.6,5.6,0.075
Orange,Fresh,20.8,73.9,238.5,17.5,10.7,4.1,4.6,0.001
Banana,Spoiled,23.8,89.2,1556.1,1279.9,178.7,90.7,223.6,0.67
Banana,Fresh,30.7,72.1,215.5,38.1,13.2,5.7,4.5,0.247
Banana,Spoiled,18.5,68.5,1746.2,991.6,258.4,79.1,177.7,0.919
Apple,Moderately Fresh,31.2,65.9,531.5,66.0,31.2,17.7,27.5,0.399
Banana,Moderately Fresh,21.6,61.7,399.9,72.1,58.9,8.8,28.8,0.355
Banana,Spoiled,20.6,68.7,1475.7,876.7,277.1,52.0,179.9,0.815
Banana,Fresh,28.0,57.9,196.8,14.0,8.5,4.0,7.6,0.193
Orange,Spoiled,26.9,63.9,1732.5,608.1,270.3,95.5,228.8,0.835
Orange,Fresh,12.0,55.8,136.0,8.9,5.9,2.3,3.8,0.229
Banana,Spoiled,15.4,64.7,1342.8,635.9,285.9,81.2,188.6,0.726
Apple,Fresh,29.1,79.1,222.2,24.0,12.8,3.0,6.6,0.044
Banana,Moderately Fresh,12.0,82.1,407.9,49.3,41.1,9.5,27.0,0.437
Orange,Moderately Fresh,28.3,69.1,501.6,101.0,32.3,9.9,16.6,0.47
Orange,Moderately Fresh,28.1,69.8,558.1,58.4,32.3,10.5,27.7,0.51
Apple,Fresh,15.4,65.1,174.1,15.5,5.7,3.2,4.0,0.079
Orange,Moderately Fresh,13.7,78.3,347.1,66.8,22.7,10.2,21.0,0.282
Apple,Spoiled,30.9,81.4,1886.8,1162.1,314.5,84.3,224.4,0.786
Banana,Fresh,14.6,63.7,197.6,12.7,8.7,3.4,6.1,0.152
Banana,Spoiled,26.7,73.9,1293.9,999.0,263.0,82.9,191.8,0.864
Apple,Spoiled,21.1,60.0,1492.8,786.1,337.1,71.8,109.5,0.74
Orange,Moderately Fresh,19.4,77.0,454.9,69.3,22.8,8.0,25.7,0.425
Apple,Spoiled,17.9,81.9,1836.8,709.9,220.4,92.9,188.5,0.796
Banana,Moderately Fresh,27.9,61.2,487.5,83.5,47.2,12.6,29.4,0.509
Apple,Moderately Fresh,25.7,54.8,460.3,62.0,28.7,10.8,19.8,0.602
Orange,Moderately Fresh,30.6,73.0,534.4,75.8,29.9,12.4,28.7,0.521
Orange,Fresh,17.4,77.7,179.0,20.5,12.1,0.5,6.2,0.135
Banana,Moderately Fresh,26.7,54.2,478.0,67.7,44.8,11.2,42.1,0.279
Orange,Moderately Fresh,19.2,84.6,464.3,83.6,22.2,12.5,21.4,0.373
Banana,Fresh,26.7,59.9,194.3,19.6,11.6,1.4,6.1,0.089
Banana,Moderately Fresh,17.7,69.9,431.8,60.9,33.5,9.9,32.3,0.376
Orange,Fresh,27.6,55.5,218.4,24.1,5.1,3.5,3.5,0.152
Apple,Fresh,28.5,75.0,148.7,21.2,5.4,6.4,5.0,0.237
Apple,Moderately Fresh,14.9,57.6,383.0,79.6,14.3,8.9,17.3,0.477
Banana,Spoiled,19.9,60.2,1661.9,1065.2,191.1,99.7,184.1,0.745
Orange,Moderately Fresh,20.8,66.2,472.0,64.5,32.8,7.8,12.4,0.315
Banana,Spoiled,14.7,79.5,1471.6,977.3,289.8,61.6,167.2,0.686
Banana,Spoiled,17.5,59.6,1314.9,672.8,316.7,69.9,168.1,0.995
Orange,Moderately Fresh,13.3,52.8,423.6,49.3,15.9,9.0,12.8,0.272
Apple,Fresh,16.9,73.9,168.4,21.4,7.9,2.2,3.5,0.107
Banana,Spoiled,31.5,60.5,1670.7,689.7,379.5,101.3,223.0,0.786
Apple,Fresh,24.3,85.1,187.2,20.8,8.8,3.7,5.1,0.014
Orange,Fresh,20.2,58.6,214.4,20.2,5.5,3.4,2.0,0.233
Apple,Moderately Fresh,27.2,83.5,555.9,59.9,28.7,13.7,17.1,0.486
Apple,Spoiled,31.1,53.6,1759.1,1281.2,277.4,84.4,175.5,0.978
Banana,Moderately Fresh,16.3,84.9,456.2,41.5,46.8,10.6,34.9,0.575
Orange,Fresh,19.6,74.6,168.1,17.9,11.8,3.7,6.5,0.158
Banana,Spoiled,20.3,56.3,1339.1,1042.9,281.8,69.7,131.8,0.925
Orange,Spoiled,21.3,54.3,1571.1,940.3,270.1,80.7,128.5,0.682
Apple,Moderately Fresh,21.9,53.9,509.5,73.9,19.7,11.2,25.3,0.505
Banana,Spoiled,28.4,88.0,1509.3,1047.9,304.8,108.5,161.8,0.887
Apple,Spoiled,24.9,60.1,1807.8,878.5,320.6,83.5,263.4,0.992
Orange,Fresh,14.8,51.6,153.6,13.3,7.2,2.3,2.7,0.04
Banana,Spoiled,17.1,54.3,1658.1,827.5,229.4,69.2,217.8,0.739
Apple,Spoiled,17.5,67.7,1170.7,829.4,223.6,79.6,162.3,0.866
Orange,Spoiled,25.3,66.1,1522.7,951.3,259.0,97.8,208.7,0.826
Banana,Spoiled,27.9,56.8,1955.7,860.3,194.4,109.7,164.8,0.803
Banana,Moderately Fresh,27.6,85.0,581.8,99.5,47.3,14.2,47.5,0.417
Apple,Moderately Fresh,18.7,78.3,446.9,67.9,26.0,8.4,17.8,0.523
Orange,Moderately Fresh,13.4,56.3,440.6,78.9,20.7,7.7,17.7,0.29
Banana,Moderately Fresh,20.6,89.4,453.7,83.7,48.5,13.1,32.2,0.449
Apple,Spoiled,25.8,51.3,1971.5,867.1,261.1,115.4,185.8,0.88
Banana,Spoiled,30.6,57.3,2026.5,899.4,195.9,93.6,241.2,0.787
Banana,Fresh,25.9,65.5,219.7,27.5,13.0,2.8,2.8,0.181
Banana,Moderately Fresh,26.3,79.2,575.7,74.2,39.5,14.7,36.2,0.335
Banana,Fresh,14.4,71.2,135.3,20.2,5.3,2.8,4.5,0.09
Orange,Moderately Fresh,15.9,85.6,467.7,71.7,15.2,11.6,22.0,0.491
Orange,Spoiled,20.4,75.3,1614.1,1089.2,267.0,80.0,202.9,0.931
Orange,Spoiled,23.0,54.8,1840.8,1037.9,289.8,73.6,212.3,0.896
Orange,Spoiled,22.7,66.9,1595.0,919.8,262.3,115.2,178.0,0.715
Banana,Spoiled,25.3,66.9,1485.8,895.1,253.2,89.7,225.9,0.789
Orange,Fresh,26.1,66.7,211.5,26.5,11.8,3.0,3.7,0.062
Orange,Moderately Fresh,30.1,70.8,548.6,117.1,33.2,16.8,18.6,0.324
